timestamp,market,direction,entry_price,exit_price,pnl,exit_reason,category,is_live_game
2026-03-31T02:59:00.755977+00:00,will-the-total-number-of-tsa-passengers-for-march-30-be-betw,short,0.520000,0.520000,-7.05,TP,other,False
2026-03-31T03:00:59.616499+00:00,san-francisco-giants-vs.-san-diego-padres:-o/u-8.5,long,0.250000,0.220000,-66.12,SL,over-under,True
2026-03-31T03:00:59.616970+00:00,will-turnout-in-the-2025-honduran-general-election-be-less-t,short,0.067000,0.067000,-7.05,SL,politics,False
2026-03-31T03:03:00.275378+00:00,cavaliers-vs.-jazz:-o/u-242.5,short,0.630000,0.380000,194.16,TP,over-under,True
2026-03-31T03:03:00.275780+00:00,spread:-thunder-(-13.5),short,0.440000,0.330000,119.71,TP,spread,True
2026-03-31T03:04:59.888836+00:00,will-victor-wembanyama-win-the-2025–2026-nba-mvp?,long,0.202000,0.236000,76.04,TP,sports-future,False
2026-03-31T03:04:59.889388+00:00,"will-india-strike-pakistan-by-december-31,-2026?",short,0.300000,0.330000,-57.75,SL,geopolitics,False
2026-03-31T03:04:59.889676+00:00,will-harvey-weinstein-be-sentenced-to-no-prison-time?,long,0.143000,0.200000,189.58,TP,other,False
2026-03-31T03:08:59.848210+00:00,over-$10m-committed-to-the-p2p-protocol-public-sale?,short,0.180000,0.200000,-63.39,SL,other,False
2026-03-31T03:08:59.848823+00:00,cavaliers-vs.-jazz:-o/u-241.5,short,0.270000,0.300000,-63.39,SL,over-under,True
2026-03-31T03:10:59.961263+00:00,canucks-vs.-golden-knights:-o/u-5.5,long,0.490000,0.390000,-107.57,SL,over-under,True
2026-03-31T03:13:00.186412+00:00,will-stripe-acquire-any-part-of-paypal-in-2026?,long,0.260000,0.300000,68.90,TP,other,False
2026-03-31T03:13:00.186878+00:00,spread:-golden-knights-(-1.5),long,0.280000,0.250000,-59.78,SL,spread,True
2026-03-31T03:13:00.187153+00:00,mezo-fdv-above-$50m-one-day-after-launch?,short,0.500000,0.500000,-7.05,SL,crypto,False
2026-03-31T03:13:00.187338+00:00,canucks-vs.-golden-knights:-o/u-6.5,long,0.350000,0.270000,-119.65,SL,over-under,True
2026-03-31T03:14:59.875713+00:00,canucks-vs.-golden-knights,short,0.400000,0.440000,-57.75,SL,finance,False
2026-03-31T03:14:59.876104+00:00,spread:-thunder-(-12.5),long,0.410000,0.390000,-31.00,SL,spread,True
2026-03-31T03:14:59.876286+00:00,spread:-thunder-(-14.5),long,0.330000,0.300000,-51.77,SL,spread,True
2026-03-31T03:14:59.876528+00:00,will-the-10-year-treasury-yield-hit-4.8%-before-2027?,short,0.480000,0.400000,77.46,TP,other,False
2026-03-31T03:14:59.876711+00:00,new-york-yankees-vs.-seattle-mariners,long,0.210000,0.340000,298.27,TP,game-matchup,True
2026-03-31T03:18:59.716175+00:00,will-harvey-weinstein-be-sentenced-to-between-20-and-30-year,long,0.160000,0.190000,85.50,TP,other,False
2026-03-31T03:18:59.721635+00:00,bitboy-convicted?,short,0.512000,0.399000,104.86,TP,other,False
2026-03-31T03:18:59.721982+00:00,will-richard-branson-be-confirmed-to-have-visited-epstein’s-,long,0.190000,0.170000,-58.85,SL,other,False
2026-03-31T03:22:59.803548+00:00,"will-the-price-of-ethereum-be-above-$2,100-on-march-31?",long,0.300000,0.270000,-56.26,SL,crypto,False
2026-03-31T03:24:59.943395+00:00,will-gavin-newsom-announce-a-presidential-run-by-december-31,long,0.130000,0.150000,68.90,TP,other,False
2026-03-31T03:24:59.944380+00:00,san-luis-potosi:-dan-martin-vs-marc-andrea-huesler,short,0.610000,0.620000,-15.36,TP,game-matchup,True
2026-03-31T03:29:00.115447+00:00,spread:-thunder-(-11.5),long,0.440000,0.340000,-119.01,SL,spread,True
2026-03-31T03:29:00.115965+00:00,spread:-lakers-(-15.5),short,0.780000,0.330000,285.48,TP,spread,True
2026-03-31T03:29:00.116217+00:00,pistons-vs.-thunder:-o/u-218.5,short,0.140000,0.060000,282.69,TP,over-under,True
2026-03-31T03:30:59.963086+00:00,will-israel-conduct-military-action-in-greater-beirut-on-mar,long,0.150000,0.251000,325.03,TP,geopolitics,False
2026-03-31T03:30:59.963319+00:00,will-apple-be-the-largest-company-in-the-world-by-market-cap,short,0.045000,0.051000,-74.66,SL,crypto,False
2026-03-31T03:30:59.963516+00:00,trump-announces-end-of-military-operations-against-iran-by-a,short,0.120000,0.430000,-1316.93,SL,politics,False
2026-03-31T03:32:59.916267+00:00,will-india’s-2026-annual-inflation-be-between-2.25%-and-2.99,short,0.230000,0.060000,367.73,SL,other,False
2026-03-31T03:35:00.079447+00:00,will-the-edmonton-oilers-win-the-pacific-division?,long,0.120000,0.100000,-89.13,SL,finance,False
2026-03-31T03:35:00.079949+00:00,will-cooper-flagg-win-the-2025–26-nba-rookie-of-the-year-awa,long,0.250000,0.230000,-46.40,SL,sports-future,False
2026-03-31T03:35:00.080226+00:00,chicago-white-sox-vs.-miami-marlins,long,0.999000,0.420000,-292.71,SL,game-matchup,True
2026-03-31T03:37:20.204722+00:00,pistons-vs.-thunder:-o/u-217.5,short,0.110000,0.150000,-191.43,SL,over-under,True
2026-03-31T03:39:00.008568+00:00,will-houthi-military-action-against-saudi-arabia-occur-by-ap,short,0.160000,0.160000,-7.05,SL,geopolitics,False
2026-03-31T03:41:00.060362+00:00,will-pacifica-launch-a-token-by-september-30-2026?,short,0.290000,0.230000,97.86,TP,crypto,False
2026-03-31T03:41:00.062803+00:00,"will-the-price-of-bitcoin-be-above-$70,000-on-april-1?",long,0.160000,0.140000,-68.58,SL,crypto,False
2026-03-31T03:41:00.100124+00:00,will-bank-of-america-or-any-of-its-underwriting-affiliates-s,long,0.151000,0.151000,-6.95,STALE,finance,False
2026-03-31T03:42:59.887935+00:00,will-consensys-ipo-by-september-30-2026?,long,0.120000,0.140000,75.22,TP,other,False
2026-03-31T03:44:59.922472+00:00,"will-starmer-say-""united-states""-during-the-next-prime-minis",short,0.160000,0.170000,-38.74,TP,other,False
2026-03-31T03:46:59.788649+00:00,will-amazon-dip-to-$168-in-april?,long,0.180000,0.220000,102.62,TP,other,False
2026-03-31T03:48:59.879365+00:00,will-5-6-spacex-starship-launches-successfully-reach-space-i,long,0.160000,0.140000,-68.58,SL,other,False
2026-03-31T03:48:59.879750+00:00,will-'whatever's-clever!'---charlie-puth-debut-week-album-sa,short,0.010000,0.200000,-9640.99,SL,other,False
2026-03-31T03:48:59.880089+00:00,canucks-vs.-golden-knights:-o/u-5.5,short,0.690000,0.870000,-139.32,SL,over-under,True
2026-03-31T03:48:59.880277+00:00,will-the-total-number-of-tsa-passengers-for-march-30-be-betw,short,0.320000,0.510000,-308.11,SL,other,False
2026-03-31T03:51:00.010559+00:00,will-barbara-kirkmeyer-win-the-2026-colorado-governor-republ,short,0.280000,0.260000,29.17,TP,politics,False
2026-03-31T03:51:00.010934+00:00,will-the-silicon-data-h100-index-(sdh100rt)-hit-$2.75-(high),long,0.550000,0.500000,-51.77,SL,other,False
2026-03-31T03:51:00.011147+00:00,"will-axiom-launch-a-token-by-december-31,-2026?",short,0.280000,0.260000,29.17,SL,crypto,False
2026-03-31T03:51:00.011305+00:00,new-york-yankees-vs.-seattle-mariners,short,0.390000,0.430000,-59.05,TP,game-matchup,True
2026-03-31T03:51:00.045693+00:00,will-a-u.s.-anti-cartel-operation-outside-of-the-united-stat,short,0.300000,0.300000,-7.05,STALE,other,False
2026-03-31T03:51:00.045962+00:00,will-silver-(si)-settle-at-<$75-in-march?,short,0.800000,0.800000,-7.05,STALE,other,False
2026-03-31T03:53:00.015721+00:00,"will-""the-super-mario-galaxy-movie""-opening-weekend-box-offi",short,0.300000,0.300000,-7.05,STALE,other,False
2026-03-31T03:57:00.422836+00:00,"will-daylight-launch-a-token-by-september-30,-2026?",short,0.390000,0.390000,-7.05,STALE,crypto,False
2026-03-31T03:58:59.995778+00:00,trump-declassifies-new-ufo-files-by-april-30?,long,0.280000,0.240000,-77.39,SL,politics,False
2026-03-31T03:58:59.996149+00:00,will-us-gdp-growth-in-q1-2026-be-between-3.0%-and-3.5%?,short,0.200000,0.230000,-83.11,SL,other,False
2026-03-31T04:09:01.697940+00:00,spread:-ducks-(-1.5),short,0.690000,0.570000,81.13,TP,spread,True
2026-03-31T04:09:01.698538+00:00,will-the-ethereum-volatility-index-hit-85-by-april-30?,short,0.360000,0.050000,429.58,TP,crypto,False
2026-03-31T04:11:00.523486+00:00,"will-gold-(gc)-settle-at-$4,200-$4,600-in-june?",short,0.193000,0.162000,74.39,TP,finance,False
2026-03-31T04:11:00.523829+00:00,will-tiger-woods-play-in-the-2026-masters-tournament?,short,0.307000,0.308000,-8.70,TP,other,False
2026-03-31T04:13:00.810732+00:00,spread:-golden-knights-(-1.5),short,0.570000,0.550000,10.74,TP,spread,True
2026-03-31T04:13:00.811027+00:00,will-nathan-mackinnon-win-the-2025–2026-nhl-hart-memorial-tr,long,0.310000,0.410000,152.10,TP,sports-future,False
2026-03-31T04:13:00.811155+00:00,will-apple-be-the-largest-company-in-the-world-by-market-cap,short,0.160000,0.047000,351.05,TP,crypto,False
2026-03-31T04:14:59.953764+00:00,spread:-lakers-(-15.5),short,0.750000,0.960000,-149.02,SL,spread,True
2026-03-31T04:14:59.954126+00:00,will-kendall-qualls-win-the-2026-minnesota-governor-republic,short,0.190000,0.160000,73.01,TP,politics,False
2026-03-31T04:17:00.241741+00:00,will-beyond-meat-(bynd)-beat-quarterly-earnings?,long,0.690000,0.630000,-49.83,SL,other,False
2026-03-31T04:17:00.242692+00:00,mezo-fdv-above-$50m-one-day-after-launch?,short,0.500000,0.560000,-67.90,SL,crypto,False
2026-03-31T04:21:08.531447+00:00,pistons-vs.-thunder:-o/u-216.5,short,0.880000,0.840000,16.00,TP,over-under,True
2026-03-31T04:21:08.534739+00:00,will-ad-pasto-win-on-2026-04-11?,long,0.310000,0.410000,152.10,TP,other,False
2026-03-31T04:23:08.767294+00:00,edgex-fdv-above-$500m-one-day-after-launch?,short,0.460000,0.380000,81.13,TP,crypto,False
2026-03-31T04:23:08.767624+00:00,will-houthi-military-action-against-saudi-arabia-occur-by-ap,short,0.160000,0.260000,-323.96,SL,geopolitics,False
2026-03-31T04:25:08.518301+00:00,will-milady-floor-price-reach-2-eth-before-2027?,short,0.270000,0.300000,-63.39,SL,other,False
2026-03-31T04:27:08.877201+00:00,will-the-total-number-of-tsa-passengers-for-march-30-be-betw,short,0.510000,0.510000,-7.05,TP,other,False
2026-03-31T04:29:08.697568+00:00,canucks-vs.-golden-knights:-o/u-6.5,short,0.790000,0.540000,153.41,TP,over-under,True
2026-03-31T04:31:08.174470+00:00,will-'whatever's-clever!'---charlie-puth-debut-week-album-sa,short,0.200000,0.010000,474.65,RESOLVED,other,False
2026-03-31T04:31:08.175774+00:00,san-luis-potosi:-robin-catry-vs-beibit-zhukayev,long,0.180000,0.400000,595.66,TP,game-matchup,True
2026-03-31T04:33:09.043629+00:00,will-the-highest-temperature-in-wellington-be-16°c-on-april-,short,0.472000,0.379000,92.86,TP,weather,False
2026-03-31T04:33:09.045539+00:00,will-15-19-ships-transit-the-strait-of-hormuz-between-march-,long,0.266000,0.205000,-120.02,SL,other,False
2026-03-31T04:33:09.045743+00:00,will-apple-be-the-largest-company-in-the-world-by-market-cap,short,0.160000,0.160000,-7.05,TP,crypto,False
2026-03-31T04:35:09.143442+00:00,blues-vs.-sharks,short,0.460000,0.020000,477.95,RESOLVED,game-matchup,True
2026-03-31T04:35:09.150040+00:00,cap-on-gambling-loss-deductions-repealed-before-2027?,short,0.450000,0.300000,161.97,TP,other,False
2026-03-31T04:35:09.150234+00:00,will-the-ethereum-volatility-index-dip-to-70-by-april-30?,long,0.100000,0.120000,91.66,TP,crypto,False
2026-03-31T04:35:09.150408+00:00,will-larry-ellison-buy-the-seattle-seahawks?,short,0.220000,0.300000,-191.43,SL,other,False
2026-03-31T04:35:09.150562+00:00,will-ninjas-in-pyjamas-qualify-to-iem-cologne-major-2026?-,short,0.310000,0.340000,-56.12,SL,other,False
2026-03-31T04:37:09.142589+00:00,will-victor-wembanyama-win-the-2025–2026-nba-mvp?,long,0.184000,0.148000,-103.42,SL,sports-future,False
2026-03-31T04:43:09.047079+00:00,"will-spacex-file-for-an-ipo-by-april-3,-2026?",long,0.290000,0.260000,-57.96,SL,other,False
2026-03-31T04:43:09.048069+00:00,will-amazon-dip-to-$168-in-april?,long,0.150000,0.220000,223.14,TP,other,False
2026-03-31T04:43:09.048256+00:00,maple-leafs-vs.-ducks,short,0.820000,0.430000,234.11,TP,game-matchup,True
2026-03-31T04:45:09.095656+00:00,will-israel-conduct-military-action-in-greater-beirut-on-mar,short,0.550000,0.301000,222.51,TP,geopolitics,False
2026-03-31T04:45:09.096110+00:00,"will-starmer-say-""united-states""-during-the-next-prime-minis",short,0.180000,0.190000,-35.22,TP,other,False
2026-03-31T04:47:09.068926+00:00,will-joe-mazzulla-win-the-2025–2026-nba-coach-of-the-year?,long,0.155000,0.181000,75.75,TP,sports-future,False
2026-03-31T04:55:09.107498+00:00,will-harry-kane-record-the-most-player-of-the-match-awards-d,long,0.420000,0.500000,86.96,TP,geopolitics,False
2026-03-31T04:55:09.108049+00:00,will-harvey-weinstein-be-sentenced-to-no-prison-time?,short,0.200000,0.230000,-83.11,SL,other,False
2026-03-31T04:55:09.108229+00:00,"will-gold-(gc)-hit-(high)-$7,000-by-end-of-december?",long,0.190000,0.190000,-6.95,SL,finance,False
2026-03-31T05:03:09.038988+00:00,bitcoin-up-or-down-on-march-31?,long,0.540000,0.450000,-89.13,SL,crypto,False
2026-03-31T05:03:09.041051+00:00,trump-announces-end-of-military-operations-against-iran-by-a,short,0.420000,0.420000,-7.05,TP,politics,False
2026-03-31T05:05:09.529508+00:00,"will-the-price-of-bitcoin-be-between-$68,000-and-$70,000-on-",long,0.360000,0.330000,-48.04,SL,crypto,False
2026-03-31T05:05:09.529771+00:00,will-jo-rae-perkins-be-the-republican-nominee-for-senate-in-,short,0.300000,0.320000,-40.85,SL,politics,False
